timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161350,936665463,0.588404,-2.156393,-9.430010,-0.036183,0.043632,0.030862
