timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161135,78536347,-0.039691,-6.523742,-7.161155,0.092585,0.003193,0.076622
