timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773158542,526725793,-0.116186,-2.930051,-9.416335,-0.014899,0.018091,0.030862
