timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161216,621227819,-0.199853,-6.681936,-7.188505,0.092585,0.077687,-0.023412
