timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773160962,782911864,-1.439908,-7.317100,-6.593942,0.035119,0.005321,0.067045
