timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161182,465741902,-0.081524,-8.885310,-3.198389,0.059595,-0.037247,-0.077687
