timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161081,387926807,0.361310,-6.461061,-7.384711,0.051082,0.017027,0.024477
