timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161300,782512806,0.017082,-9.831490,0.012254,0.013835,0.026605,0.002128
