timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161248,472109045,0.638007,-3.312104,-9.114891,0.017027,-0.060659,0.047889
