timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161060,453453083,-0.434716,-4.948368,-8.494167,0.055338,-0.027669,0.002128
