timestamp_sec,timestamp_nsec,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1773161200,695703800,0.352943,-9.033356,-3.234658,0.135153,0.010642,-0.055338
